,Input,Output
9137,"(41, 1, 4, 12)",0
9138,"(41, 1, 4, 13)",0
9139,"(41, 1, 4, 14)",0
9140,"(41, 1, 5, 5)",0
9141,"(41, 1, 5, 6)",0
9142,"(41, 1, 5, 7)",0
9143,"(41, 1, 5, 8)",0
9144,"(41, 1, 5, 9)",0
9145,"(41, 1, 5, 10)",0
9146,"(41, 1, 5, 11)",0
9147,"(41, 1, 5, 12)",0
9148,"(41, 1, 5, 13)",0
9149,"(41, 1, 5, 14)",0
9150,"(41, 2, 1, 5)",0
9151,"(41, 2, 1, 6)",0
9152,"(41, 2, 1, 7)",0
9153,"(41, 2, 1, 8)",0
9154,"(41, 2, 1, 9)",0
9155,"(41, 2, 1, 10)",0
9156,"(41, 2, 1, 11)",0
9157,"(41, 2, 1, 12)",0
9158,"(41, 2, 1, 13)",0
9159,"(41, 2, 1, 14)",0
9160,"(41, 2, 2, 5)",0
9161,"(41, 2, 2, 6)",0
9162,"(41, 2, 2, 7)",0
9163,"(41, 2, 2, 8)",0
9164,"(41, 2, 2, 9)",0
9165,"(41, 2, 2, 10)",0
9166,"(41, 2, 2, 11)",0
9167,"(41, 2, 2, 12)",0
9168,"(41, 2, 2, 13)",0
9169,"(41, 2, 2, 14)",0
9170,"(41, 2, 3, 5)",0
9171,"(41, 2, 3, 6)",0
9172,"(41, 2, 3, 7)",0
9173,"(41, 2, 3, 8)",0
9174,"(41, 2, 3, 9)",0
9175,"(41, 2, 3, 10)",0
9176,"(41, 2, 3, 11)",0
9177,"(41, 2, 3, 12)",0
9178,"(41, 2, 3, 13)",0
9179,"(41, 2, 3, 14)",0
9180,"(41, 2, 4, 5)",0
9181,"(41, 2, 4, 6)",0
9182,"(41, 2, 4, 7)",0
9183,"(41, 2, 4, 8)",0
9184,"(41, 2, 4, 9)",0
9185,"(41, 2, 4, 10)",0
9186,"(41, 2, 4, 11)",0
9187,"(41, 2, 4, 12)",0
9188,"(41, 2, 4, 13)",0
9189,"(41, 2, 4, 14)",0
9190,"(41, 2, 5, 5)",0
9191,"(41, 2, 5, 6)",0
9192,"(41, 2, 5, 7)",0
9193,"(41, 2, 5, 8)",0
9194,"(41, 2, 5, 9)",0
9195,"(41, 2, 5, 10)",0
9196,"(41, 2, 5, 11)",0
9197,"(41, 2, 5, 12)",0
9198,"(41, 2, 5, 13)",0
9199,"(41, 2, 5, 14)",0
9200,"(41, 3, 1, 5)",0
9201,"(41, 3, 1, 6)",0
9202,"(41, 3, 1, 7)",0
9203,"(41, 3, 1, 8)",0
9204,"(41, 3, 1, 9)",0
9205,"(41, 3, 1, 10)",0
9206,"(41, 3, 1, 11)",0
9207,"(41, 3, 1, 12)",0
9208,"(41, 3, 1, 13)",0
9209,"(41, 3, 1, 14)",2
9210,"(41, 3, 2, 5)",0
9211,"(41, 3, 2, 6)",0
9212,"(41, 3, 2, 7)",0
9213,"(41, 3, 2, 8)",0
9214,"(41, 3, 2, 9)",0
9215,"(41, 3, 2, 10)",0
9216,"(41, 3, 2, 11)",0
9217,"(41, 3, 2, 12)",0
9218,"(41, 3, 2, 13)",0
9219,"(41, 3, 2, 14)",2
9220,"(41, 3, 3, 5)",0
9221,"(41, 3, 3, 6)",0
9222,"(41, 3, 3, 7)",0
9223,"(41, 3, 3, 8)",0
9224,"(41, 3, 3, 9)",0
9225,"(41, 3, 3, 10)",0
9226,"(41, 3, 3, 11)",0
9227,"(41, 3, 3, 12)",0
9228,"(41, 3, 3, 13)",0
9229,"(41, 3, 3, 14)",2
9230,"(41, 3, 4, 5)",0
9231,"(41, 3, 4, 6)",0
9232,"(41, 3, 4, 7)",0
9233,"(41, 3, 4, 8)",0
9234,"(41, 3, 4, 9)",0
9235,"(41, 3, 4, 10)",0
9236,"(41, 3, 4, 11)",0
9237,"(41, 3, 4, 12)",0
9238,"(41, 3, 4, 13)",0
9239,"(41, 3, 4, 14)",0
9240,"(41, 3, 5, 5)",0
9241,"(41, 3, 5, 6)",0
9242,"(41, 3, 5, 7)",0
9243,"(41, 3, 5, 8)",0
9244,"(41, 3, 5, 9)",0
9245,"(41, 3, 5, 10)",0
9246,"(41, 3, 5, 11)",0
9247,"(41, 3, 5, 12)",0
9248,"(41, 3, 5, 13)",0
9249,"(41, 3, 5, 14)",0
9250,"(41, 4, 1, 5)",0
9251,"(41, 4, 1, 6)",0
9252,"(41, 4, 1, 7)",0
9253,"(41, 4, 1, 8)",0
9254,"(41, 4, 1, 9)",0
9255,"(41, 4, 1, 10)",0
9256,"(41, 4, 1, 11)",0
9257,"(41, 4, 1, 12)",0
9258,"(41, 4, 1, 13)",0
9259,"(41, 4, 1, 14)",2
9260,"(41, 4, 2, 5)",0
9261,"(41, 4, 2, 6)",0
9262,"(41, 4, 2, 7)",0
9263,"(41, 4, 2, 8)",0
9264,"(41, 4, 2, 9)",0
9265,"(41, 4, 2, 10)",0
9266,"(41, 4, 2, 11)",0
9267,"(41, 4, 2, 12)",0
9268,"(41, 4, 2, 13)",0
9269,"(41, 4, 2, 14)",2
9270,"(41, 4, 3, 5)",0
9271,"(41, 4, 3, 6)",0
9272,"(41, 4, 3, 7)",0
9273,"(41, 4, 3, 8)",0
9274,"(41, 4, 3, 9)",0
9275,"(41, 4, 3, 10)",0
9276,"(41, 4, 3, 11)",0
9277,"(41, 4, 3, 12)",0
9278,"(41, 4, 3, 13)",2
9279,"(41, 4, 3, 14)",2
9280,"(41, 4, 4, 5)",0
9281,"(41, 4, 4, 6)",0
9282,"(41, 4, 4, 7)",0
9283,"(41, 4, 4, 8)",0
9284,"(41, 4, 4, 9)",0
9285,"(41, 4, 4, 10)",0
9286,"(41, 4, 4, 11)",0
9287,"(41, 4, 4, 12)",0
9288,"(41, 4, 4, 13)",0
9289,"(41, 4, 4, 14)",0
9290,"(41, 4, 5, 5)",0
9291,"(41, 4, 5, 6)",0
9292,"(41, 4, 5, 7)",0
9293,"(41, 4, 5, 8)",0
9294,"(41, 4, 5, 9)",0
9295,"(41, 4, 5, 10)",0
9296,"(41, 4, 5, 11)",0
9297,"(41, 4, 5, 12)",0
9298,"(41, 4, 5, 13)",0
9299,"(41, 4, 5, 14)",0
9300,"(41, 5, 1, 5)",0
9301,"(41, 5, 1, 6)",0
9302,"(41, 5, 1, 7)",0
9303,"(41, 5, 1, 8)",0
9304,"(41, 5, 1, 9)",0
9305,"(41, 5, 1, 10)",0
9306,"(41, 5, 1, 11)",0
9307,"(41, 5, 1, 12)",0
9308,"(41, 5, 1, 13)",0
9309,"(41, 5, 1, 14)",2
9310,"(41, 5, 2, 5)",0
9311,"(41, 5, 2, 6)",0
9312,"(41, 5, 2, 7)",0
9313,"(41, 5, 2, 8)",0
9314,"(41, 5, 2, 9)",0
9315,"(41, 5, 2, 10)",0
9316,"(41, 5, 2, 11)",0
9317,"(41, 5, 2, 12)",0
9318,"(41, 5, 2, 13)",2
9319,"(41, 5, 2, 14)",2
9320,"(41, 5, 3, 5)",0
9321,"(41, 5, 3, 6)",0
9322,"(41, 5, 3, 7)",0
9323,"(41, 5, 3, 8)",0
9324,"(41, 5, 3, 9)",0
9325,"(41, 5, 3, 10)",0
9326,"(41, 5, 3, 11)",0
9327,"(41, 5, 3, 12)",0
9328,"(41, 5, 3, 13)",2
9329,"(41, 5, 3, 14)",2
9330,"(41, 5, 4, 5)",0
9331,"(41, 5, 4, 6)",0
9332,"(41, 5, 4, 7)",0
9333,"(41, 5, 4, 8)",0
9334,"(41, 5, 4, 9)",0
9335,"(41, 5, 4, 10)",0
9336,"(41, 5, 4, 11)",0
9337,"(41, 5, 4, 12)",0
9338,"(41, 5, 4, 13)",2
9339,"(41, 5, 4, 14)",2
9340,"(41, 5, 5, 5)",0
9341,"(41, 5, 5, 6)",0
9342,"(41, 5, 5, 7)",0
9343,"(41, 5, 5, 8)",0
9344,"(41, 5, 5, 9)",0
9345,"(41, 5, 5, 10)",0
9346,"(41, 5, 5, 11)",0
9347,"(41, 5, 5, 12)",0
9348,"(41, 5, 5, 13)",0
9349,"(41, 5, 5, 14)",2
9350,"(41, 6, 1, 5)",0
9351,"(41, 6, 1, 6)",0
9352,"(41, 6, 1, 7)",0
9353,"(41, 6, 1, 8)",0
9354,"(41, 6, 1, 9)",0
9355,"(41, 6, 1, 10)",0
9356,"(41, 6, 1, 11)",0
9357,"(41, 6, 1, 12)",0
9358,"(41, 6, 1, 13)",0
9359,"(41, 6, 1, 14)",2
9360,"(41, 6, 2, 5)",0
9361,"(41, 6, 2, 6)",0
9362,"(41, 6, 2, 7)",0
9363,"(41, 6, 2, 8)",0
9364,"(41, 6, 2, 9)",0
9365,"(41, 6, 2, 10)",0
9366,"(41, 6, 2, 11)",0
9367,"(41, 6, 2, 12)",0
9368,"(41, 6, 2, 13)",2
9369,"(41, 6, 2, 14)",2
9370,"(41, 6, 3, 5)",0
9371,"(41, 6, 3, 6)",0
9372,"(41, 6, 3, 7)",0
9373,"(41, 6, 3, 8)",0
9374,"(41, 6, 3, 9)",0
9375,"(41, 6, 3, 10)",0
9376,"(41, 6, 3, 11)",0
9377,"(41, 6, 3, 12)",0
9378,"(41, 6, 3, 13)",2
9379,"(41, 6, 3, 14)",2
9380,"(41, 6, 4, 5)",0
9381,"(41, 6, 4, 6)",0
9382,"(41, 6, 4, 7)",0
9383,"(41, 6, 4, 8)",0
9384,"(41, 6, 4, 9)",0
9385,"(41, 6, 4, 10)",0
9386,"(41, 6, 4, 11)",0
9387,"(41, 6, 4, 12)",0
9388,"(41, 6, 4, 13)",2
9389,"(41, 6, 4, 14)",2
9390,"(41, 6, 5, 5)",0
9391,"(41, 6, 5, 6)",0
9392,"(41, 6, 5, 7)",0
9393,"(41, 6, 5, 8)",0
9394,"(41, 6, 5, 9)",0
9395,"(41, 6, 5, 10)",0
9396,"(41, 6, 5, 11)",0
9397,"(41, 6, 5, 12)",0
9398,"(41, 6, 5, 13)",2
9399,"(41, 6, 5, 14)",2
9400,"(41, 9, 1, 5)",1
9401,"(41, 9, 1, 6)",1
9402,"(41, 9, 1, 7)",1
9403,"(41, 9, 1, 8)",1
9404,"(41, 9, 1, 9)",1
9405,"(41, 9, 1, 10)",1
9406,"(41, 9, 1, 11)",0
9407,"(41, 9, 1, 12)",0
9408,"(41, 9, 1, 13)",0
9409,"(41, 9, 1, 14)",2
9410,"(41, 9, 2, 5)",1
9411,"(41, 9, 2, 6)",1
9412,"(41, 9, 2, 7)",1
9413,"(41, 9, 2, 8)",1
9414,"(41, 9, 2, 9)",1
9415,"(41, 9, 2, 10)",0
9416,"(41, 9, 2, 11)",0
9417,"(41, 9, 2, 12)",0
9418,"(41, 9, 2, 13)",0
9419,"(41, 9, 2, 14)",2
9420,"(41, 9, 3, 5)",1
9421,"(41, 9, 3, 6)",1
9422,"(41, 9, 3, 7)",1
9423,"(41, 9, 3, 8)",1
9424,"(41, 9, 3, 9)",1
9425,"(41, 9, 3, 10)",0
9426,"(41, 9, 3, 11)",0
9427,"(41, 9, 3, 12)",0
9428,"(41, 9, 3, 13)",0
9429,"(41, 9, 3, 14)",2
9430,"(41, 9, 4, 5)",1
9431,"(41, 9, 4, 6)",1
9432,"(41, 9, 4, 7)",2
9433,"(41, 9, 4, 8)",0
9434,"(41, 9, 4, 9)",1
9435,"(41, 9, 4, 10)",2
9436,"(41, 9, 4, 11)",1
9437,"(41, 9, 4, 12)",1
9438,"(41, 9, 4, 13)",1
9439,"(41, 9, 4, 14)",1
9440,"(41, 9, 5, 5)",2
9441,"(41, 9, 5, 6)",2
9442,"(41, 9, 5, 7)",2
9443,"(41, 9, 5, 8)",2
9444,"(41, 9, 5, 9)",2
9445,"(41, 9, 5, 10)",2
9446,"(41, 9, 5, 11)",1
9447,"(41, 9, 5, 12)",1
9448,"(41, 9, 5, 13)",1
9449,"(41, 9, 5, 14)",1
9450,"(42, 1, 1, 5)",0
9451,"(42, 1, 1, 6)",0
9452,"(42, 1, 1, 7)",0
9453,"(42, 1, 1, 8)",0
9454,"(42, 1, 1, 9)",0
9455,"(42, 1, 1, 10)",0
9456,"(42, 1, 1, 11)",0
9457,"(42, 1, 1, 12)",0
9458,"(42, 1, 1, 13)",0
9459,"(42, 1, 1, 14)",0
9460,"(42, 1, 2, 5)",0
9461,"(42, 1, 2, 6)",0
9462,"(42, 1, 2, 7)",0
9463,"(42, 1, 2, 8)",0
9464,"(42, 1, 2, 9)",0
9465,"(42, 1, 2, 10)",0
9466,"(42, 1, 2, 11)",0
9467,"(42, 1, 2, 12)",0
9468,"(42, 1, 2, 13)",0
9469,"(42, 1, 2, 14)",0
9470,"(42, 1, 3, 5)",0
9471,"(42, 1, 3, 6)",0
9472,"(42, 1, 3, 7)",0
9473,"(42, 1, 3, 8)",0
9474,"(42, 1, 3, 9)",0
9475,"(42, 1, 3, 10)",0
9476,"(42, 1, 3, 11)",0
9477,"(42, 1, 3, 12)",0
9478,"(42, 1, 3, 13)",0
9479,"(42, 1, 3, 14)",0
9480,"(42, 1, 4, 5)",0
9481,"(42, 1, 4, 6)",0
9482,"(42, 1, 4, 7)",0
9483,"(42, 1, 4, 8)",0
9484,"(42, 1, 4, 9)",0
9485,"(42, 1, 4, 10)",0
9486,"(42, 1, 4, 11)",0
9487,"(42, 1, 4, 12)",0
9488,"(42, 1, 4, 13)",0
9489,"(42, 1, 4, 14)",0
9490,"(42, 1, 5, 5)",0
9491,"(42, 1, 5, 6)",0
9492,"(42, 1, 5, 7)",0
9493,"(42, 1, 5, 8)",0
9494,"(42, 1, 5, 9)",0
9495,"(42, 1, 5, 10)",0
9496,"(42, 1, 5, 11)",0
9497,"(42, 1, 5, 12)",0
9498,"(42, 1, 5, 13)",0
9499,"(42, 1, 5, 14)",0
9500,"(42, 2, 1, 5)",0
9501,"(42, 2, 1, 6)",0
9502,"(42, 2, 1, 7)",0
9503,"(42, 2, 1, 8)",0
9504,"(42, 2, 1, 9)",0
9505,"(42, 2, 1, 10)",0
9506,"(42, 2, 1, 11)",0
9507,"(42, 2, 1, 12)",0
9508,"(42, 2, 1, 13)",0
9509,"(42, 2, 1, 14)",0
9510,"(42, 2, 2, 5)",0
9511,"(42, 2, 2, 6)",0
9512,"(42, 2, 2, 7)",0
9513,"(42, 2, 2, 8)",0
9514,"(42, 2, 2, 9)",0
9515,"(42, 2, 2, 10)",0
9516,"(42, 2, 2, 11)",0
9517,"(42, 2, 2, 12)",0
9518,"(42, 2, 2, 13)",0
9519,"(42, 2, 2, 14)",0
9520,"(42, 2, 3, 5)",0
9521,"(42, 2, 3, 6)",0
9522,"(42, 2, 3, 7)",0
9523,"(42, 2, 3, 8)",0
9524,"(42, 2, 3, 9)",0
9525,"(42, 2, 3, 10)",0
9526,"(42, 2, 3, 11)",0
9527,"(42, 2, 3, 12)",0
9528,"(42, 2, 3, 13)",0
9529,"(42, 2, 3, 14)",0
9530,"(42, 2, 4, 5)",0
9531,"(42, 2, 4, 6)",0
9532,"(42, 2, 4, 7)",0
9533,"(42, 2, 4, 8)",0
9534,"(42, 2, 4, 9)",0
9535,"(42, 2, 4, 10)",0
9536,"(42, 2, 4, 11)",0
9537,"(42, 2, 4, 12)",0
9538,"(42, 2, 4, 13)",0
9539,"(42, 2, 4, 14)",0
9540,"(42, 2, 5, 5)",0
9541,"(42, 2, 5, 6)",0
9542,"(42, 2, 5, 7)",0
9543,"(42, 2, 5, 8)",0
9544,"(42, 2, 5, 9)",0
9545,"(42, 2, 5, 10)",0
9546,"(42, 2, 5, 11)",0
9547,"(42, 2, 5, 12)",0
9548,"(42, 2, 5, 13)",0
9549,"(42, 2, 5, 14)",0
9550,"(42, 3, 1, 5)",0
9551,"(42, 3, 1, 6)",0
9552,"(42, 3, 1, 7)",0
9553,"(42, 3, 1, 8)",0
9554,"(42, 3, 1, 9)",0
9555,"(42, 3, 1, 10)",0
9556,"(42, 3, 1, 11)",0
9557,"(42, 3, 1, 12)",0
9558,"(42, 3, 1, 13)",0
9559,"(42, 3, 1, 14)",0
9560,"(42, 3, 2, 5)",0
9561,"(42, 3, 2, 6)",0
9562,"(42, 3, 2, 7)",0
9563,"(42, 3, 2, 8)",0
9564,"(42, 3, 2, 9)",0
9565,"(42, 3, 2, 10)",0
9566,"(42, 3, 2, 11)",0
9567,"(42, 3, 2, 12)",0
9568,"(42, 3, 2, 13)",0
9569,"(42, 3, 2, 14)",0
9570,"(42, 3, 3, 5)",0
9571,"(42, 3, 3, 6)",0
9572,"(42, 3, 3, 7)",0
9573,"(42, 3, 3, 8)",0
9574,"(42, 3, 3, 9)",0
9575,"(42, 3, 3, 10)",0
9576,"(42, 3, 3, 11)",0
9577,"(42, 3, 3, 12)",0
9578,"(42, 3, 3, 13)",0
9579,"(42, 3, 3, 14)",0
9580,"(42, 3, 4, 5)",0
9581,"(42, 3, 4, 6)",0
9582,"(42, 3, 4, 7)",0
9583,"(42, 3, 4, 8)",0
9584,"(42, 3, 4, 9)",0
9585,"(42, 3, 4, 10)",0
9586,"(42, 3, 4, 11)",0
9587,"(42, 3, 4, 12)",0
9588,"(42, 3, 4, 13)",0
9589,"(42, 3, 4, 14)",0
9590,"(42, 3, 5, 5)",0
9591,"(42, 3, 5, 6)",0
9592,"(42, 3, 5, 7)",0
9593,"(42, 3, 5, 8)",0
9594,"(42, 3, 5, 9)",0
9595,"(42, 3, 5, 10)",0
9596,"(42, 3, 5, 11)",0
9597,"(42, 3, 5, 12)",0
9598,"(42, 3, 5, 13)",0
9599,"(42, 3, 5, 14)",0
9600,"(42, 4, 1, 5)",0
9601,"(42, 4, 1, 6)",0
9602,"(42, 4, 1, 7)",0
9603,"(42, 4, 1, 8)",0
9604,"(42, 4, 1, 9)",0
9605,"(42, 4, 1, 10)",0
9606,"(42, 4, 1, 11)",0
9607,"(42, 4, 1, 12)",0
9608,"(42, 4, 1, 13)",0
9609,"(42, 4, 1, 14)",2
9610,"(42, 4, 2, 5)",0
9611,"(42, 4, 2, 6)",0
9612,"(42, 4, 2, 7)",0
9613,"(42, 4, 2, 8)",0
9614,"(42, 4, 2, 9)",0
9615,"(42, 4, 2, 10)",0
9616,"(42, 4, 2, 11)",0
9617,"(42, 4, 2, 12)",0
9618,"(42, 4, 2, 13)",0
9619,"(42, 4, 2, 14)",2
9620,"(42, 4, 3, 5)",0
9621,"(42, 4, 3, 6)",0
9622,"(42, 4, 3, 7)",0
9623,"(42, 4, 3, 8)",0
9624,"(42, 4, 3, 9)",0
9625,"(42, 4, 3, 10)",0
9626,"(42, 4, 3, 11)",0
9627,"(42, 4, 3, 12)",0
9628,"(42, 4, 3, 13)",0
9629,"(42, 4, 3, 14)",2
9630,"(42, 4, 4, 5)",0
9631,"(42, 4, 4, 6)",0
9632,"(42, 4, 4, 7)",0
9633,"(42, 4, 4, 8)",0
9634,"(42, 4, 4, 9)",0
9635,"(42, 4, 4, 10)",0
9636,"(42, 4, 4, 11)",0
9637,"(42, 4, 4, 12)",0
9638,"(42, 4, 4, 13)",0
9639,"(42, 4, 4, 14)",0
9640,"(42, 4, 5, 5)",0
9641,"(42, 4, 5, 6)",0
9642,"(42, 4, 5, 7)",0
9643,"(42, 4, 5, 8)",0
9644,"(42, 4, 5, 9)",0
9645,"(42, 4, 5, 10)",0
9646,"(42, 4, 5, 11)",0
9647,"(42, 4, 5, 12)",0
9648,"(42, 4, 5, 13)",0
9649,"(42, 4, 5, 14)",0
9650,"(42, 5, 1, 5)",0
9651,"(42, 5, 1, 6)",0
9652,"(42, 5, 1, 7)",0
9653,"(42, 5, 1, 8)",0
9654,"(42, 5, 1, 9)",0
9655,"(42, 5, 1, 10)",0
9656,"(42, 5, 1, 11)",0
9657,"(42, 5, 1, 12)",0
9658,"(42, 5, 1, 13)",0
9659,"(42, 5, 1, 14)",2
9660,"(42, 5, 2, 5)",0
9661,"(42, 5, 2, 6)",0
9662,"(42, 5, 2, 7)",0
9663,"(42, 5, 2, 8)",0
9664,"(42, 5, 2, 9)",0
9665,"(42, 5, 2, 10)",0
9666,"(42, 5, 2, 11)",0
9667,"(42, 5, 2, 12)",0
9668,"(42, 5, 2, 13)",0
9669,"(42, 5, 2, 14)",2
9670,"(42, 5, 3, 5)",0
9671,"(42, 5, 3, 6)",0
9672,"(42, 5, 3, 7)",0
9673,"(42, 5, 3, 8)",0
9674,"(42, 5, 3, 9)",0
9675,"(42, 5, 3, 10)",0
9676,"(42, 5, 3, 11)",0
9677,"(42, 5, 3, 12)",0
9678,"(42, 5, 3, 13)",0
9679,"(42, 5, 3, 14)",2
9680,"(42, 5, 4, 5)",0
9681,"(42, 5, 4, 6)",0
9682,"(42, 5, 4, 7)",0
9683,"(42, 5, 4, 8)",0
9684,"(42, 5, 4, 9)",0
9685,"(42, 5, 4, 10)",0
9686,"(42, 5, 4, 11)",0
9687,"(42, 5, 4, 12)",0
9688,"(42, 5, 4, 13)",0
9689,"(42, 5, 4, 14)",2
9690,"(42, 5, 5, 5)",0
9691,"(42, 5, 5, 6)",0
9692,"(42, 5, 5, 7)",0
9693,"(42, 5, 5, 8)",0
9694,"(42, 5, 5, 9)",0
9695,"(42, 5, 5, 10)",0
9696,"(42, 5, 5, 11)",0
9697,"(42, 5, 5, 12)",0
9698,"(42, 5, 5, 13)",0
9699,"(42, 5, 5, 14)",0
9700,"(42, 6, 1, 5)",0
9701,"(42, 6, 1, 6)",0
9702,"(42, 6, 1, 7)",0
9703,"(42, 6, 1, 8)",0
9704,"(42, 6, 1, 9)",0
9705,"(42, 6, 1, 10)",0
9706,"(42, 6, 1, 11)",0
9707,"(42, 6, 1, 12)",0
9708,"(42, 6, 1, 13)",0
9709,"(42, 6, 1, 14)",2
9710,"(42, 6, 2, 5)",0
9711,"(42, 6, 2, 6)",0
9712,"(42, 6, 2, 7)",0
9713,"(42, 6, 2, 8)",0
9714,"(42, 6, 2, 9)",0
9715,"(42, 6, 2, 10)",0
9716,"(42, 6, 2, 11)",0
9717,"(42, 6, 2, 12)",0
9718,"(42, 6, 2, 13)",0
9719,"(42, 6, 2, 14)",2
9720,"(42, 6, 3, 5)",0
9721,"(42, 6, 3, 6)",0
9722,"(42, 6, 3, 7)",0
9723,"(42, 6, 3, 8)",0
9724,"(42, 6, 3, 9)",0
9725,"(42, 6, 3, 10)",0
9726,"(42, 6, 3, 11)",0
9727,"(42, 6, 3, 12)",0
9728,"(42, 6, 3, 13)",0
9729,"(42, 6, 3, 14)",2
9730,"(42, 6, 4, 5)",0
9731,"(42, 6, 4, 6)",0
9732,"(42, 6, 4, 7)",0
9733,"(42, 6, 4, 8)",0
9734,"(42, 6, 4, 9)",0
9735,"(42, 6, 4, 10)",0
9736,"(42, 6, 4, 11)",0
9737,"(42, 6, 4, 12)",0
9738,"(42, 6, 4, 13)",0
9739,"(42, 6, 4, 14)",2
9740,"(42, 6, 5, 5)",0
9741,"(42, 6, 5, 6)",0
9742,"(42, 6, 5, 7)",0
9743,"(42, 6, 5, 8)",0
9744,"(42, 6, 5, 9)",0
9745,"(42, 6, 5, 10)",0
9746,"(42, 6, 5, 11)",0
9747,"(42, 6, 5, 12)",0
9748,"(42, 6, 5, 13)",2
9749,"(42, 6, 5, 14)",2
9750,"(42, 9, 1, 5)",1
9751,"(42, 9, 1, 6)",1
9752,"(42, 9, 1, 7)",1
9753,"(42, 9, 1, 8)",1
9754,"(42, 9, 1, 9)",1
9755,"(42, 9, 1, 10)",0
9756,"(42, 9, 1, 11)",0
9757,"(42, 9, 1, 12)",0
9758,"(42, 9, 1, 13)",0
9759,"(42, 9, 1, 14)",2
9760,"(42, 9, 2, 5)",1
9761,"(42, 9, 2, 6)",1
9762,"(42, 9, 2, 7)",1
9763,"(42, 9, 2, 8)",1
9764,"(42, 9, 2, 9)",1
9765,"(42, 9, 2, 10)",0
9766,"(42, 9, 2, 11)",0
9767,"(42, 9, 2, 12)",0
9768,"(42, 9, 2, 13)",0
9769,"(42, 9, 2, 14)",2
9770,"(42, 9, 3, 5)",1
9771,"(42, 9, 3, 6)",1
9772,"(42, 9, 3, 7)",1
9773,"(42, 9, 3, 8)",1
9774,"(42, 9, 3, 9)",0
9775,"(42, 9, 3, 10)",0
9776,"(42, 9, 3, 11)",0
9777,"(42, 9, 3, 12)",0
9778,"(42, 9, 3, 13)",0
9779,"(42, 9, 3, 14)",2
9780,"(42, 9, 4, 5)",1
9781,"(42, 9, 4, 6)",1
9782,"(42, 9, 4, 7)",0
9783,"(42, 9, 4, 8)",0
9784,"(42, 9, 4, 9)",0
9785,"(42, 9, 4, 10)",0
9786,"(42, 9, 4, 11)",0
9787,"(42, 9, 4, 12)",1
9788,"(42, 9, 4, 13)",1
9789,"(42, 9, 4, 14)",1
9790,"(42, 9, 5, 5)",2
9791,"(42, 9, 5, 6)",2
9792,"(42, 9, 5, 7)",2
9793,"(42, 9, 5, 8)",0
9794,"(42, 9, 5, 9)",2
9795,"(42, 9, 5, 10)",2
9796,"(42, 9, 5, 11)",1
9797,"(42, 9, 5, 12)",1
9798,"(42, 9, 5, 13)",1
9799,"(42, 9, 5, 14)",1
9800,"(43, 1, 1, 5)",0
9801,"(43, 1, 1, 6)",0
9802,"(43, 1, 1, 7)",0
9803,"(43, 1, 1, 8)",0
9804,"(43, 1, 1, 9)",0
9805,"(43, 1, 1, 10)",0
9806,"(43, 1, 1, 11)",0
9807,"(43, 1, 1, 12)",0
9808,"(43, 1, 1, 13)",0
9809,"(43, 1, 1, 14)",0
9810,"(43, 1, 2, 5)",0
9811,"(43, 1, 2, 6)",0
9812,"(43, 1, 2, 7)",0
9813,"(43, 1, 2, 8)",0
9814,"(43, 1, 2, 9)",0
9815,"(43, 1, 2, 10)",0
9816,"(43, 1, 2, 11)",0
9817,"(43, 1, 2, 12)",0
9818,"(43, 1, 2, 13)",0
9819,"(43, 1, 2, 14)",0
9820,"(43, 1, 3, 5)",0
9821,"(43, 1, 3, 6)",0
9822,"(43, 1, 3, 7)",0
9823,"(43, 1, 3, 8)",0
9824,"(43, 1, 3, 9)",0
9825,"(43, 1, 3, 10)",0
9826,"(43, 1, 3, 11)",0
9827,"(43, 1, 3, 12)",0
9828,"(43, 1, 3, 13)",0
9829,"(43, 1, 3, 14)",0
9830,"(43, 1, 4, 5)",0
9831,"(43, 1, 4, 6)",0
9832,"(43, 1, 4, 7)",0
9833,"(43, 1, 4, 8)",0
9834,"(43, 1, 4, 9)",0
9835,"(43, 1, 4, 10)",0
9836,"(43, 1, 4, 11)",0
9837,"(43, 1, 4, 12)",0
9838,"(43, 1, 4, 13)",0
9839,"(43, 1, 4, 14)",0
9840,"(43, 1, 5, 5)",0
9841,"(43, 1, 5, 6)",0
9842,"(43, 1, 5, 7)",0
9843,"(43, 1, 5, 8)",0
9844,"(43, 1, 5, 9)",0
9845,"(43, 1, 5, 10)",0
9846,"(43, 1, 5, 11)",0
9847,"(43, 1, 5, 12)",0
9848,"(43, 1, 5, 13)",0
9849,"(43, 1, 5, 14)",0
9850,"(43, 2, 1, 5)",0
9851,"(43, 2, 1, 6)",0
9852,"(43, 2, 1, 7)",0
9853,"(43, 2, 1, 8)",0
9854,"(43, 2, 1, 9)",0
9855,"(43, 2, 1, 10)",0
9856,"(43, 2, 1, 11)",0
9857,"(43, 2, 1, 12)",0
9858,"(43, 2, 1, 13)",0
9859,"(43, 2, 1, 14)",0
9860,"(43, 2, 2, 5)",0
9861,"(43, 2, 2, 6)",0
9862,"(43, 2, 2, 7)",0
9863,"(43, 2, 2, 8)",0
9864,"(43, 2, 2, 9)",0
9865,"(43, 2, 2, 10)",0
9866,"(43, 2, 2, 11)",0
9867,"(43, 2, 2, 12)",0
9868,"(43, 2, 2, 13)",0
9869,"(43, 2, 2, 14)",0
9870,"(43, 2, 3, 5)",0
9871,"(43, 2, 3, 6)",0
9872,"(43, 2, 3, 7)",0
